esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3976
Scenario File Name: temporaryScenario/xosc/temporary0.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
33, 0.330000, Ego, 0, 3.000000, 0.000000, 2.828571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 25.990000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 25.990000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.576487, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 59.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 59.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
34, 0.340000, Ego, 0, 3.000000, 0.000000, 2.914286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.020000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.020000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.005058, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
35, 0.350000, Ego, 0, 3.000000, 0.000000, 3.000000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.050000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.433629, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
36, 0.360000, Ego, 0, 3.000000, 0.000000, 3.085714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.080000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.080000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.862201, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
37, 0.370000, Ego, 0, 3.000000, 0.000000, 3.171429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.110000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.110000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.290772, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
38, 0.380000, Ego, 0, 3.000000, 0.000000, 3.257143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.140000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.140000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.719344, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
39, 0.390000, Ego, 0, 3.000000, 0.000000, 3.342857, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.170000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.170000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.147915, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 60.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
40, 0.400000, Ego, 0, 3.000000, 0.000000, 3.428571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.200000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.576487, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
41, 0.410000, Ego, 0, 3.000000, 0.000000, 3.514286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.230000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.230000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.005058, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.150000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
42, 0.420000, Ego, 0, 3.000000, 0.000000, 3.600000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.260000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.260000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.433629, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.300000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
43, 0.430000, Ego, 0, 3.000000, 0.000000, 3.685714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.290000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.290000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.862201, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.450000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
44, 0.440000, Ego, 0, 3.000000, 0.000000, 3.771429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.320000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.320000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.007587, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.600000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
45, 0.450000, Ego, 0, 3.000000, 0.000000, 3.857143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.350000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.436158, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.750000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
46, 0.460000, Ego, 0, 3.000000, 0.000000, 3.942857, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.380000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.380000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.864730, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 61.900000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
47, 0.470000, Ego, 0, 3.000000, 0.000000, 4.028571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.410000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.410000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.293301, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.050000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
48, 0.480000, Ego, 0, 3.000000, 0.000000, 4.114286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.440000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.440000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.721873, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.200000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
49, 0.490000, Ego, 0, 3.000000, 0.000000, 4.200000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.470000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.470000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.150444, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.350000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
50, 0.500000, Ego, 0, 3.000000, 0.000000, 4.285714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.500000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.579016, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.500000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
51, 0.510000, Ego, 0, 3.000000, 0.000000, 4.371429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.530000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.530000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.007587, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.650000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
52, 0.520000, Ego, 0, 3.000000, 0.000000, 4.457143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.560000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.560000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.436158, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.800000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
53, 0.530000, Ego, 0, 3.000000, 0.000000, 4.542857, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.590000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.590000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.864730, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 62.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
54, 0.540000, Ego, 0, 3.000000, 0.000000, 4.628571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.620000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.620000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.293301, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
55, 0.550000, Ego, 0, 3.000000, 0.000000, 4.714286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.650000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.721873, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
56, 0.560000, Ego, 0, 3.000000, 0.000000, 4.800000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.680000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.680000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.150444, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
57, 0.570000, Ego, 0, 3.000000, 0.000000, 4.885714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.710000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.710000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.579016, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
58, 0.580000, Ego, 0, 3.000000, 0.000000, 4.971429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.740000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.740000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 6.007587, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
59, 0.590000, Ego, 0, 3.000000, 0.000000, 5.057143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.770000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.770000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.152973, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 63.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
60, 0.600000, Ego, 0, 3.000000, 0.000000, 5.142857, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.800000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.581544, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
61, 0.610000, Ego, 0, 3.000000, 0.000000, 5.228571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.830000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.830000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.010116, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.150000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
62, 0.620000, Ego, 0, 3.000000, 0.000000, 5.314286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.860000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.860000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.438687, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.300000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
63, 0.630000, Ego, 0, 3.000000, 0.000000, 5.400000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.890000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.890000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.867259, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.450000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
64, 0.640000, Ego, 0, 3.000000, 0.000000, 5.485714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.920000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.920000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.295830, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.600000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
65, 0.650000, Ego, 0, 3.000000, 0.000000, 5.571429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.950000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.724402, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.750000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
66, 0.660000, Ego, 0, 3.000000, 0.000000, 5.657143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 26.980000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 26.980000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.152973, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 64.900000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
67, 0.670000, Ego, 0, 3.000000, 0.000000, 5.742857, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.010000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.010000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.581544, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.050000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
68, 0.680000, Ego, 0, 3.000000, 0.000000, 5.828571, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.040000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.040000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.010116, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.200000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
